Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,source_dataset,source_record_id,reaction_id,reaction_group_id,record_class,is_control,ligand_raw,ligand,ligand_is_blank,base_raw,base,base_is_blank,solvent_1_raw,solvent_1,solvent_normalization_note,aqueous_cosolvent,organic_to_water_volume_ratio,catalyst,catalyst_equiv,ligand_equiv_reported,base_equiv_reported,reactant_1_equiv,reactant_1_mmol,reactant_2_equiv,temperature_c,residence_time_min,pressure_bar,flow_rate_ml_min,injection_volume_per_component_ul,reaction_segment_interval_s,reaction_environment,yield_percent,yield_observed,zero_yield,yield_type,measurement_method,product_mass_ion_count,substrate_smiles,product_smiles
3500,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,16.4310165504598,2163450,perera_suzuki_miyaura_2018,3500,PERERA_SM_3500,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.4310165504598,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2163450.0,not_reported,not_reported
3501,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,22.3832971808848,1691579,perera_suzuki_miyaura_2018,3501,PERERA_SM_3501,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,22.3832971808848,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1691579.0,not_reported,not_reported
3502,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,4.65579277680126,1032615.9375,perera_suzuki_miyaura_2018,3502,PERERA_SM_3502,PERERA_SM_1d_2c,main_matrix,False,XPhos,XPhos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,4.65579277680126,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1032615.9375,not_reported,not_reported
3503,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,20.8234040273494,1198637.75,perera_suzuki_miyaura_2018,3503,PERERA_SM_3503,PERERA_SM_1d_2c,main_matrix,False,dppf,dppf,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.8234040273494,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1198637.75,not_reported,not_reported
3504,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,16.0562107671994,1979329.5,perera_suzuki_miyaura_2018,3504,PERERA_SM_3504,PERERA_SM_1d_2c,main_matrix,False,Xantphos,Xantphos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.0562107671994,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1979329.5,not_reported,not_reported
3505,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeCN,15.9489733167676,2114898.5,perera_suzuki_miyaura_2018,3505,PERERA_SM_3505,PERERA_SM_1d_2c,main_matrix,False,None,NULL_COMPONENT,True,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.9489733167676,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2114898.5,not_reported,not_reported
3506,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,15.8251177191189,1594706.625,perera_suzuki_miyaura_2018,3506,PERERA_SM_3506,PERERA_SM_1d_2c,main_matrix,False,P(tBu)3,P(tBu)3,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.8251177191189,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1594706.625,not_reported,not_reported
3507,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeCN,15.3395319557996,1803143.5,perera_suzuki_miyaura_2018,3507,PERERA_SM_3507,PERERA_SM_1d_2c,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.3395319557996,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1803143.5,not_reported,not_reported
3508,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,15.0921203104379,2397909.5,perera_suzuki_miyaura_2018,3508,PERERA_SM_3508,PERERA_SM_1d_2c,main_matrix,False,AmPhos,AmPhos,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.0921203104379,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2397909.5,not_reported,not_reported
3509,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,15.7347553304842,2430261,perera_suzuki_miyaura_2018,3509,PERERA_SM_3509,PERERA_SM_1d_2c,main_matrix,False,P(Cy)3,P(Cy)3,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.7347553304842,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2430261.0,not_reported,not_reported
3510,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,13.6122592797861,2014898.875,perera_suzuki_miyaura_2018,3510,PERERA_SM_3510,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,13.6122592797861,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2014898.875,not_reported,not_reported
3511,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,15.6169338834515,1667402.375,perera_suzuki_miyaura_2018,3511,PERERA_SM_3511,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.6169338834515,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1667402.375,not_reported,not_reported
3512,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,15.3920298293464,3035535.25,perera_suzuki_miyaura_2018,3512,PERERA_SM_3512,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.3920298293464,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3035535.25,not_reported,not_reported
3513,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,19.0582909283896,3132256.25,perera_suzuki_miyaura_2018,3513,PERERA_SM_3513,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.0582909283896,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3132256.25,not_reported,not_reported
3514,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,14.067462658379,2046115.625,perera_suzuki_miyaura_2018,3514,PERERA_SM_3514,PERERA_SM_1d_2c,main_matrix,False,XPhos,XPhos,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.067462658379,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2046115.625,not_reported,not_reported
3515,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,19.5163272465481,1454563.75,perera_suzuki_miyaura_2018,3515,PERERA_SM_3515,PERERA_SM_1d_2c,main_matrix,False,dppf,dppf,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.5163272465481,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1454563.75,not_reported,not_reported
3516,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,12.2274411120822,1297506.75,perera_suzuki_miyaura_2018,3516,PERERA_SM_3516,PERERA_SM_1d_2c,main_matrix,False,Xantphos,Xantphos,False,NaHCO3,NaHCO3,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,12.2274411120822,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1297506.75,not_reported,not_reported
3517,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,17.0559523269666,2066037.25,perera_suzuki_miyaura_2018,3517,PERERA_SM_3517,PERERA_SM_1d_2c,main_matrix,False,None,NULL_COMPONENT,True,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.0559523269666,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2066037.25,not_reported,not_reported
3518,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,16.0037584792056,1977699.5,perera_suzuki_miyaura_2018,3518,PERERA_SM_3518,PERERA_SM_1d_2c,main_matrix,False,P(tBu)3,P(tBu)3,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.0037584792056,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1977699.5,not_reported,not_reported
3519,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,16.2314310996198,2072137.75,perera_suzuki_miyaura_2018,3519,PERERA_SM_3519,PERERA_SM_1d_2c,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.2314310996198,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2072137.75,not_reported,not_reported
3520,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,12.4024892036141,1587971.125,perera_suzuki_miyaura_2018,3520,PERERA_SM_3520,PERERA_SM_1d_2c,main_matrix,False,AmPhos,AmPhos,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,12.4024892036141,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1587971.125,not_reported,not_reported
3521,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,14.3231355152906,2175480.25,perera_suzuki_miyaura_2018,3521,PERERA_SM_3521,PERERA_SM_1d_2c,main_matrix,False,P(Cy)3,P(Cy)3,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.3231355152906,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2175480.25,not_reported,not_reported
3522,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,15.5884542821281,2303564,perera_suzuki_miyaura_2018,3522,PERERA_SM_3522,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.5884542821281,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2303564.0,not_reported,not_reported
3523,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,16.371397401874,1909068,perera_suzuki_miyaura_2018,3523,PERERA_SM_3523,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.371397401874,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1909068.0,not_reported,not_reported
3524,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,13.2469411389931,1371025.75,perera_suzuki_miyaura_2018,3524,PERERA_SM_3524,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,13.2469411389931,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1371025.75,not_reported,not_reported
3525,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,15.9972703865402,2322200.5,perera_suzuki_miyaura_2018,3525,PERERA_SM_3525,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.9972703865402,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2322200.5,not_reported,not_reported
3526,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,15.7975197629559,2381814,perera_suzuki_miyaura_2018,3526,PERERA_SM_3526,PERERA_SM_1d_2c,main_matrix,False,XPhos,XPhos,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.7975197629559,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2381814.0,not_reported,not_reported
3527,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,20.2955310077288,1602060.375,perera_suzuki_miyaura_2018,3527,PERERA_SM_3527,PERERA_SM_1d_2c,main_matrix,False,dppf,dppf,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.2955310077288,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1602060.375,not_reported,not_reported
3528,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,12.4810898939066,805485.0625,perera_suzuki_miyaura_2018,3528,PERERA_SM_3528,PERERA_SM_1d_2c,main_matrix,False,Xantphos,Xantphos,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,12.4810898939066,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,805485.0625,not_reported,not_reported
3529,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,CsF,2.5,MeCN,14.4360136738683,1895974.5,perera_suzuki_miyaura_2018,3529,PERERA_SM_3529,PERERA_SM_1d_2c,main_matrix,False,None,NULL_COMPONENT,True,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.4360136738683,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1895974.5,not_reported,not_reported
3530,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,17.1721770202694,2754623.25,perera_suzuki_miyaura_2018,3530,PERERA_SM_3530,PERERA_SM_1d_2c,main_matrix,False,P(tBu)3,P(tBu)3,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.1721770202694,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2754623.25,not_reported,not_reported
3531,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeCN,19.7517306971114,2834883,perera_suzuki_miyaura_2018,3531,PERERA_SM_3531,PERERA_SM_1d_2c,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.7517306971114,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2834883.0,not_reported,not_reported
3532,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,12.93833150216,1974942.25,perera_suzuki_miyaura_2018,3532,PERERA_SM_3532,PERERA_SM_1d_2c,main_matrix,False,AmPhos,AmPhos,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,12.93833150216,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1974942.25,not_reported,not_reported
3533,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,14.180829721977,877653.75,perera_suzuki_miyaura_2018,3533,PERERA_SM_3533,PERERA_SM_1d_2c,main_matrix,False,P(Cy)3,P(Cy)3,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.180829721977,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,877653.75,not_reported,not_reported
3534,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeCN,15.6909433114875,2303386.25,perera_suzuki_miyaura_2018,3534,PERERA_SM_3534,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.6909433114875,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2303386.25,not_reported,not_reported
3535,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeCN,22.5052598289871,3311933.25,perera_suzuki_miyaura_2018,3535,PERERA_SM_3535,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,22.5052598289871,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3311933.25,not_reported,not_reported
3536,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeCN,15.1384181472258,2237005,perera_suzuki_miyaura_2018,3536,PERERA_SM_3536,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.1384181472258,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2237005.0,not_reported,not_reported
3537,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeCN,15.4376725348955,1718377.875,perera_suzuki_miyaura_2018,3537,PERERA_SM_3537,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,CsF,CsF,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.4376725348955,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1718377.875,not_reported,not_reported
